# Directed graph (each unordered pair of nodes is saved once): Cit-Patents.txt 
# US Patent citation network 1975-1999
# Nodes: 3774768 Edges: 16518948
# FromNodeId	ToNodeId
3858503	3771436
3858504	500490
3858505	2146158
3858505	2356122
3858506	3309987
3858506	3709144
3858508	3521560
3858509	3713523
3858509	3723824
3858510	3695877
3858511	2211910
3858511	3195458
3858511	3416447
3858511	3750572
3858511	3791295
3858512	1345300
3858512	3017830
3858513	3490367
3858514	2633796
3858514	3333334
3858514	3484318
3858514	3496304
3858514	3615993
3858514	3643629
3858514	3714664
3858515	1687341
3858516	2487789
3858516	2511872
3858517	895256
3858517	3473483
3858520	692137
3858521	3644762
3858525	1386589
3858525	1840351
3858526	3590549
3858527	924225
3858527	2705120
3858527	2967080
3858528	3342147
3858528	3347186
3858528	3533362
3858528	3688419
3858529	1623575
3858529	2373722
3858530	2407721
3858530	2939589
3858530	3544185
3858531	2758296
3858533	3538865
3858533	3651771
3858534	3412696
3858534	3570421
3858534	3747542
3858535	3141426
3858535	3367769
3858535	3697256
3858536	3182618
3858537	1924378
3858538	2586936
3858539	3716008
3858541	1357473
3858541	2987024
3858541	3152569
3858542	302517
3858542	2793870
3858543	2840029
3858543	3120830
3858544	2533191
3858546	2320529
3858546	3596633
3858547	3023727
3858547	3486237
3858547	3636917
3858548	2738762
3858548	3658585
3858549	3141848
3858550	3669064
3858551	411504
3858551	3551219
3858552	3351289
3858553	3632431
3858553	3692592
3858553	3783825
3858553	3827399
3858554	3601095
3858555	3105462
3858557	3139722
3858558	3255737
3858558	3805747
3858559	1953378
3858559	1996875
3858559	2864346
3858560	957631
3858561	3612013
3858561	3689753
3858561	3780711
3858562	2573989
3858562	3444335
3858564	3780715
3858566	2848987
3858566	2942599
3858566	3306277
3858566	3375814
3858566	3465740
3858568	2622583
3858570	1882093
3858570	2848783
3858570	3464388
3858571	3463141
3858571	3680542
3858571	3768102
3858572	3407817
3858572	3481323
3858573	3343529
3858574	3661147
3858575	2580628
3858576	3776228
3858578	205069
3858578	1279803
3858578	2334841
3858578	3638973
3858579	1611811
3858580	2111985
3858580	2232978
3858581	3091239
3858582	498760
3858582	2589426
3858582	3696806
3858584	297274
3858584	3212500
3858585	2486805
3858585	3589364
3858586	1945327
3858586	2102270
3858587	2888935
3858587	3324861
3858588	3706315
3858590	205576
3858591	2736325
3858592	1944502
3858592	2145462
3858593	520881
3858593	2329169
3858595	2644473
3858596	1209997
3858597	3675252
3858598	2984251
3858598	3690115
3858599	3017896
3858599	3158170
3858601	875264
3858601	1393987
3858601	1920545
3858602	3104678
3858603	584278
3858603	601472
3858603	1435331
3858603	1851084
3858604	1926565
3858604	2508615
3858604	2956582
3858604	3565106
3858605	3823735
3858607	2682386
3858607	2980139
3858607	3331583
3858607	3415282
3858609	3546077
3858612	590584
3858613	1708657
3858614	3757826
3858617	2360830
3858622	3597300
3858623	3139119
3858623	3327866
3858623	3473576
3858623	3477477
3858623	3603354
3858625	2146104
3858626	2619916
3858626	3696890
3858629	1256065
3858629	2947330
3858630	3543636
3858631	2169394
3858632	2985552
3858634	2820502
3858635	2895192
3858637	3038528
3858638	2120986
3858639	2783509
3858639	3695339
3858641	3318370
3858642	993904
3858643	3295886
3858643	3444922
3858643	3745305
3858646	3526274
3858647	2653362
3858647	3138658
3858648	3167127
3858648	3211226
3858648	3779314
3858649	3646995
3858649	3664415
3858650	3078923
3858651	2694791
3858651	3092182
3858653	2881840
3858653	3087550
3858653	3162246
3858653	3268008
3858654	3687197
3858655	3308885
3858656	3254714
3858656	3468377
3858656	3469630
3858657	3645896
3858657	3656551
3858658	3664422
3858658	3709300
3858658	3710865
3858658	3760881
3858659	3228474
3858660	1018881
3858661	2081536
3858662	2413467
3858664	182915
3858664	628632
3858664	1035529
3858664	2972386
3858665	3441092
3858666	1459402
3858666	2476486
3858666	3116666
3858667	3750767
3858668	1862991
3858668	1936031
3858668	2354428
3858668	3231058
3858669	1479132
3858669	3230740
3858670	2687875
3858670	3679009
3858670	3786879
3858671	3346060
3858671	3536150
3858672	3137359
3858672	3587760
3858673	1928412
3858674	1825934
3858675	3691863
3858676	2968327
3858677	2138510
3858677	2531139
3858677	2940300
3858677	3491850
3858679	3022377
3858680	3285364
3858680	3645356
3858682	2889176
3858684	3190393
3858687	3605947
3858688	2867111
3858688	2970667
3858690	3734241
3858691	1488718
3858692	2711802
3858693	3414093
3858694	2088430
3858694	3590172
3858695	823522
3858695	3480120
3858696	3348644
3858696	3400790
3858697	2512438
3858697	3690428
3858700	3618714
3858702	3292530
3858702	3406625
3858702	3554347
3858703	3627096
3858703	3670861
3858704	3280957
3858704	3429414
3858705	385391
3858705	1153832
3858705	1833391
3858705	2029646
3858705	2092852
3858705	2590200
3858705	2733656
3858705	2826140
3858705	3143200
3858705	3481446
3858706	3547245
3858707	2988234
3858707	3118393
3858709	3198348
3858709	3302803
3858710	3795301
3858713	885959
3858714	3269517
3858716	3262545
3858717	1823055
3858717	2162089
3858718	1980776
3858718	2219212
3858718	3370702
3858719	1826596
3858720	2955000
3858720	3108733
3858720	3708061
3858723	2895702
3858723	3677436
3858723	3720176
3858724	3403330
3858724	3714556
3858725	3224594
3858726	2764286
3858726	3184058
3858727	1696551
3858728	3501193
3858729	1506811
3858730	2748879
3858731	3630392
3858732	3401808
3858733	3707998
3858734	3610447
3858735	2799417
3858735	3231303
3858737	2409397
3858738	2889064
3858738	3220588
3858738	3358864
3858740	3399796
3858743	2888159
3858743	3110411
3858745	3390806
3858745	3478722
3858747	3662914
3858749	1642440
3858750	1834837
3858750	3362566
3858750	3374805
3858750	3454182
3858751	3580273
3858752	3042248
3858752	3113690
3858755	3482030
3858757	1726813
3858758	3735897
3858759	2321082
3858761	2381649
3858761	3143295
3858761	3366280
3858762	3662958
3858764	2962196
3858765	3240313
3858765	3268118
3858765	3798923
3858766	3240513
3858767	2022342
3858767	2041185
3858767	2540842
3858767	3726436
3858768	3147895
3858768	3613968
3858768	3726448
3858770	2777621
3858770	3040941
3858771	3195783
3858771	3231150
3858772	532632
3858774	3109569
3858776	3187739
3858777	3556509
3858780	3523489
3858780	3703981
3858781	3198412
3858782	3741455
3858784	3585346
3858785	1890077
3858785	3172194
3858786	3453949
3858787	2366602
3858787	2972765
3858787	3033437
3858788	1130811
3858788	3311283
3858789	2983087
3858791	3642195
3858792	3718277
3858793	1129178
3858793	3235174
3858794	1921181
3858794	3254805
3858794	3545468
3858795	3468474
3858796	3708110
3858798	509722
3858798	2586058
3858800	3768731
3858801	3768731
3858802	2468293
3858803	1683411
3858804	1550924
3858805	3378201
3858806	3125294
3858806	3780943
3858807	3685734
3858809	3666184
3858810	3407429
3858810	3693829
3858810	3696965
3858812	2701412
3858812	3045932
3858813	3323650
3858813	3589623
3858815	2482180
3858816	1477162
3858818	3193207
3858819	3030043
3858820	3599889
3858820	3687388
3858822	3059873
3858822	3062474
3858823	2108554
3858824	3294339
3858824	3632056
3858824	3664600
3858824	3722824
3858824	3741496
3858825	3484134
3858826	1524172
3858827	3347064
3858827	3568951
3858827	3586178
3858827	3664602
3858828	1310211
3858829	3047157
3858829	3556435
3858831	2882043
3858831	3090586
3858831	3690607
3858832	3559820
3858832	3748466
3858833	1740560
3858834	1756210
3858834	1918519
3858834	3758063
3858835	134738
3858835	447605
3858835	486762
3858835	1406222
3858835	2278390
3858835	2562497
3858838	1039359
3858838	1809508
3858838	2499230
3858841	3312445
3858841	3588039
3858843	1550108
3858845	2600887
3858846	141191
3858846	3089215
3858846	3143365
3858846	3583052
3858847	226884
3858847	2609953
3858847	2973566
3858848	3110478
3858848	3426395
3858849	2221903
3858850	3482819
3858852	3123342
3858852	3257175
3858852	3265365
3858853	1954143
3858856	3271819
3858857	3360822
3858857	3447201
3858858	3338572
3858859	2716079
3858859	3277270
3858860	2479934
3858861	3386720
3858862	1299890
3858862	2059498
3858862	2332042
3858862	3750201
3858863	1570624
3858866	871879
3858866	1212397
3858867	2696764
3858869	2545292
3858870	1898005
3858870	2598858
3858871	2544589
3858871	2809036
3858871	2831686
3858874	2716027
3858875	3502332
3858877	2115115
3858877	3251600
3858877	3482837
3858877	3489410
3858878	1413496
3858878	2702199
3858878	3406977
3858878	3690676
3858880	3690674
3858881	2022910
3858881	3069169
3858881	3680869
3858882	836303
3858883	656039
3858883	2008588
3858883	2117080
3858884	2805064
3858886	2087685
3858889	2257040
3858889	2354558
3858889	2568671
3858890	3052475
3858890	3198529
3858890	3628799
3858891	2895759
3858892	3163291
3858892	3173204
3858892	3691655
3858893	2794648
3858894	3408086
3858895	3580597
3858896	3588138
3858898	2766992
3858899	2422862
3858900	3151875
3858901	2245809
3858902	3672698
3858903	3563270
3858906	1668784
3858907	3328741
3858909	993689
3858909	2463769
3858910	2684268
3858910	2795438
3858911	2105405
3858912	2982569
3858912	3503636
3858913	3667785
3858914	1957397
3858914	3287034
3858914	3363680
3858916	3773368
3858917	1203986
3858917	1236618
3858917	2264962
3858918	2263477
3858920	1133254
3858920	1144537
3858920	3002365
3858921	2309049
3858921	3606428
3858924	1811494
3858924	2143997
3858925	3323786
3858925	3533242
3858925	3752462
3858926	2578220
3858926	3276611
3858927	3790011
3858930	3625541
3858931	3351375
3858932	3282626
3858932	3743349
3858933	3669480
3858934	2240143
3858934	3059966
3858934	3184209
3858934	3582033
3858935	2281038
3858935	2662586
3858935	3115368
3858936	3334944
3858937	3627379
3858938	2762422
3858939	1376146
3858939	3152704
3858940	2430962
3858940	3363945
3858941	3241886
3858942	1914696
3858942	2679774
3858942	3131008
3858942	3428377
3858943	2891782
3858943	3671078
3858943	3671079
3858944	3333902
3858944	3424281
3858945	3669403
3858946	3549212
3858946	3550966
3858946	3695734
3858947	3392984
3858947	3480338
3858948	3485707
3858949	3480339
3858950	3748003
3858951	3323848
3858952	1843658
3858952	1961322
3858952	2470186
3858952	2939754
3858953	2265875
3858953	2834645
3858954	2515338
3858955	3372967
3858956	1627442
3858957	3217285
3858957	3439227
3858959	2738483
3858959	3715662
3858960	3148928
3858962	2115010
3858962	2708265
3858963	3577094
3858966	3767292
3858968	3705763
3858971	2277147
3858971	3751160
3858972	3468603
3858972	3501232
3858981	3627427
3858982	2807982
3858983	3394628
3858983	3565531
3858984	3588249
3858985	2272780
3858988	2933196
3858988	3208778
3858989	2931129
3858989	3458052
3858989	3472539
3858990	2643581
3858991	2567170
3858991	2871554
3858991	3399434
3858992	2016856
3858992	3007243
3858992	3561071
3858993	2353831
3858993	2406668
3858994	2941828
3858994	3419296
3858995	3415543
3858997	1802940
3858997	3279133
3858998	1755807
3858999	1955421
3859000	3379104
3859001	3711212
3859001	3740161
3859007	3798907
3859012	91023
3859012	3115280
3859012	3150592
3859012	3657930
3859012	3683212
3859013	3618711
3859013	3659562
3859014	2966860
3859016	2218196
3859016	2552090
3859017	2978748
3859018	2584514
3859019	1960456
3859019	2001026
3859021	2299019
3859021	3448496
3859024	2413401
3859024	3015131
3859024	3121918
3859024	3392217
3859025	3286305
3859025	3705779
3859026	3077634
3859030	1152208
3859030	1732096
3859030	3084390
3859033	3105540
3859037	2737037
3859038	2307413
3859040	2969967
3859040	3189086
3859040	3195623
3859041	3316468
3859042	2934400
3859045	3199942
3859051	3260413
3859051	3807959
3859052	1831121
3859052	2819154
3859052	2876182
3859052	3585237
3859053	2085586
3859053	3212274
3859054	1688570
3859054	3752726
3859057	2833638
3859059	2726436
3859060	2712498
3859060	3510294
3859062	3228167
3859062	3673765
3859062	3699746
3859063	738750
3859064	2056831
3859064	2826265
3859065	647988
3859065	1316883
3859065	2167236
3859066	1849649
3859066	2232561
3859066	3744450
3859068	3640396
3859070	3294503
3859070	3685978
3859071	2992586
3859073	3535890
3859074	3707364
3859075	3080364
3859075	3707364
3859077	2184887
3859077	3244509
3859077	3472648
3859078	2506598
3859078	2593505
3859078	2855293
3859078	3330645
3859079	1641752
3859079	3068094
3859080	2598714
3859080	3154412
3859080	3285738
3859082	2215734
3859084	2446996
3859085	2238382
3859085	3450528
3859086	2527611
3859088	3011918
3859088	3178281
3859092	3719490
3859094	3131080
3859096	3507659
3859096	3518086
3859096	3525620
3859099	3551154
3859099	3597202
3859099	3669658
3859100	3732104
3859101	3656975
3859103	3650598
3859103	3666347
3859106	3311481
3859106	3704147
3859106	3709706
3859106	3736162
3859107	2350521
3859108	2635068
3859110	2804417
3859111	3149993
3859111	3442682
3859112	3219470
3859113	2313750
3859113	2412138
3859113	3164486
3859114	3047409
3859114	3076324
3859115	3513007
3859115	3591398
3859116	717009
3859117	3083854
3859117	3189207
3859117	3604584
3859118	3513808
3859120	2681324
3859120	3005795
3859120	3055852
3859120	3294871
3859120	3361679
3859122	3306850
3859122	3338830
3859122	3421935
3859122	3641073
3859123	3579610
3859124	3471318
3859124	3615743
3859125	2919205
3859125	3594213
3859126	2425032
3859126	3061664
3859128	2743196
3859128	3347799
3859128	3379556
3859129	3047423
3859129	3546675
3859129	3703411
3859130	3140188
3859130	3567525
3859131	2917439
3859132	2992997
3859132	3433683
3859132	3447965
3859137	3655449
3859138	3476601
3859139	3297484
3859141	3143441
3859141	3219487
3859141	3762956
3859142	3640770
3859142	3682703
3859143	3203772
3859143	3650844
3859144	3549424
3859144	3753794
3859145	3332773
3859146	2354147
3859147	2199096
3859147	2789049
3859147	3167423
3859148	3589336
3859152	2250572
3859153	2380945
3859153	2892797
3859153	3007878
3859153	3165799
3859156	3635776
3859160	3552533
3859161	3031356
3859162	3790509
3859163	3135653
3859165	2992174
3859165	3247068
3859165	3379615
3859172	985053
3859172	3650830
3859174	3257290
3859174	3432399
3859175	3507915
3859175	3666632
3859176	3322653
3859177	3566461
3859177	3611558
3859177	3650908
3859180	3590479
3859181	3479228
3859181	3513028
3859185	2264251
3859185	3794570
3859187	3657082
3859188	3626015
3859191	3492216
3859191	3785948
3859192	3791937
3859193	3281348
3859193	3694338
3859194	2587630
3859194	3461046
3859194	3767537
3859195	3061537
3859195	3457152
3859197	1502708
3859199	3748261
3859200	3284344
3859201	3156737
3859202	3338819
3859203	3308054
3859203	3562800
3859203	3717571
3859204	3338819
3859205	1023750
3859205	1660682
3859205	2460884
3859205	3575353
3859206	2717695
3859206	3172844
3859206	3565350
3859207	3078997
3859207	3353672
3859207	3459299
3859208	3028008
3859209	3053077
3859210	3433738
3859210	3511778
3859210	3753901
3859211	3116249
3859211	3450646
3859212	3719748
3859213	2598606
3859214	3552566
3859214	3581895
3859214	3767051
3859215	3306447
3859215	3396102
3859215	3438499
3859215	3680704
3859217	2043409
3859217	3529938
3859219	2146584
3859220	2334566
3859222	3203884
3859223	2886532
3859227	2577773
3859227	3126350
3859229	3516943
3859229	3732141
3859231	3694421
3859233	3243307
3859233	3374192
3859233	3421277
3859234	3483237
3859235	1950468
3859238	3132027
3859239	3715266
3859240	3425980
3859240	3806477
3859242	3380846
3859242	3705050
3859243	2750355
3859244	2753319
3859244	2933478
3859245	3622538
3859247	3051992
3859248	3378523
3859248	3489716
3859249	3392214
3859249	3624024
3859250	3742032
3859257	3635899
3859257	3639448
3859258	2918446
3859258	3711454
3859260	3646099
3859261	3583939
3859262	2468664
3859262	2471957
3859263	3781257
3871257	2768690
3871257	3717057
3859264	2394761
3859264	3218301
3859265	3085885
3859265	3336275
3859266	3663467
3859267	3462399
3859267	3723350
3859268	3349070
3859268	3679651
3859270	1840395
3859278	2723266
3859280	3694450
3859280	3696101
3859281	3746703
3859283	1875191
3859283	3430771
3859285	3301863
3859288	2418548
3859290	3740407
3859292	3707541
3859302	3432520
3859307	3767674
3859308	3663200
3859311	2789995
3859311	3282938
3859312	2127879
3859314	3372142
3859316	2603623
3859316	3240736
3859316	3346534
3859320	3681418
3859321	2883830
3859322	2484370
3859324	2318296
3859330	3493539
3859337	3419603
3859337	3480392
3859343	3560559
3859344	3170768
3859349	3202705
3859351	2825710
3859352	3489802
3859355	3299139
3859355	3472896
3859355	3576877
3859356	3787495
3859359	3641076
3859360	3503940
3859360	3592798
3859361	2455569
3859362	2462830
3859368	2476052
3859368	3098093
3859369	3420898
3859370	3586728
3859371	2952710
3859371	3050567
3859372	3258500
3859373	1023290
3859374	3696108
3859374	3801668
3859375	3686347
3859377	3342891
3859378	3230190
3859379	2970130
3859379	3626022
3859381	2879248
3859381	3509234
3859381	3700752
3859383	3655825
3859384	3488743
3859385	3201381
3859386	3201381
3859386	3236917
3859387	3329741
3859388	3562359
3859390	3111370
3859390	3481894
3859392	2908605
3859394	3324205
3859395	2473612
3859397	3322408
3859397	3744346
3859403	2696651
3859403	3533966
3859405	3236665
3859405	3330892
3859405	3686006
3859406	3483287
3859406	3618171
3859407	145149
3859407	3670467
3859408	3465384
3859409	3042567
3859410	2789933
3859411	1159032
3859414	1639905
3859414	1819658
3859417	2992884
3859420	3053627
3859420	3269799
3859421	3084394
3859421	3345440
3859421	3531248
3859421	3565980
3859421	3635676
3859423	3258308
3859424	3431067
3859425	3371999
3859426	1175439
3859426	3092453
3859427	2019209
3859427	2043029
3859427	2436005
3859428	3321395
3859431	3133863
3859438	3585193
3859441	3338782
3859445	3433645
3859446	3650768
3859447	3266904
3859448	3078164
3859449	2485893
3859450	2309007
3859450	3222186
3859450	3264116
3859451	2597566
3859451	3185574
3859453	3606683
3859454	2787398
3859454	3773969
3859455	3147057
3859456	3469021
3859456	3662095
3859457	3665321
3859459	3353101
3859459	3467772
3859459	3591711
3859459	3737578
3859462	3061783
3859462	3478317
3859462	3783193
3859463	3728488
3859464	2854512
3859464	3499993
3859464	3592968
3859464	3688043
3859464	3729589
3859466	2986723
3859467	3511937
3859467	3657486
3859468	3519935
3859469	2408462
3859469	3518376
3859470	3310633
3859470	3423537
3859470	3482053
3859470	3532824
3859474	3496303
3859475	3351714
3859475	3535636
3859476	3800089
3859477	1975801
3859478	919908
3859479	3335234
3859479	3562434
3859480	3159234
3859480	3339960
3859481	2858381
3859482	2414912
3859482	3003045
3859482	3732390
3859484	3127586
3859484	3784772
3859485	3654407
3859487	3031552
3859488	3643048
3859489	3238315
3859489	3603748
3859490	2507986
3859492	3739128
3859493	3643054
3859494	3619538
3859495	1676985
3859495	3264445
3859495	3571557
3859496	1702583
3859496	2028347
3859496	3534391
3859498	3761678
3859499	3032028
3859499	3310046
3859499	3624352
3859499	3659579
3859499	3717138
3859500	2556679
3859500	3248679
3859500	3467812
3859500	3688007
3859502	3379859
3859502	3460352
3859504	1422130
3859505	117356
3859505	797660
3859505	1454856
3859505	2430715
3859505	2652768
3859506	2264285
3859506	2905919
3859506	3398233
3859506	3454746
3859506	3757086
3859507	3287543
3859508	3403380
3859510	3711843
3859511	2553915
3859511	3747847
3859512	3603769
3859513	3449716
3859513	3543048
3859516	3643082
3859516	3707623
3859521	3622844
3859522	3517807
3859528	3270202
3859528	3422268
3859530	3488500
3859531	2901632
3859535	2200909
3859535	3418229
3859535	3477936
3859535	3650930
3859537	3051841
3859537	3774041
3859539	3562795
3859539	3724951
3859543	3456554
3859544	3189756
3859545	3593037
3859545	3601624
3859547	3130331
3859547	3135880
3859547	3453510
3859548	2511698
3859548	3014141
3859548	3032670
3859548	3737695
3859549	922760
3859549	3313967
3859549	3437858
3859551	3444419
3859552	3484645
3859552	3500110
3859554	2892992
3859554	3447016
3859558	3020447
3859558	3458755
3859558	3551858
3859560	3228002
3859560	3654388
3859563	3049632
3859563	3356898
3859563	3564393
3859563	3764849
3859564	2309433
3859564	3340432
3859564	3348097
3859568	3091721
3859568	3313978
3859568	3611044
3859570	3476981
3859570	3611046
3859570	3676745
3859571	3350609
3859572	3206651
3859574	2586892
3859574	3040120
3859574	3114085
3859575	2179068
3859576	3744896
3859577	3406325
3859578	3136937
3859579	3671831
3859581	3621354
3859582	3633094
3859584	3725767
3859585	3766497
3859585	3819992
3859586	3735235
3859587	3349315
3859589	2716728
3859589	3747731
3859590	3697852
3859592	2126915
3859593	3671806
3859594	3286171
3859597	3500441
3859597	3727005
3859598	3115831
3859598	3474405
3859598	3555502
3859599	3217259
3859599	3432774
3859600	3588727
3859601	2622191
3859602	2946012
3859602	3255417
3859604	2987682
3859604	3648188
3859606	3474348
3859607	3427536
3859610	3528044
3859612	3383487
3859612	3486143
3859618	3629775
3859618	3662313
3859618	3663755
3859619	3095902
3859621	3490024
3859622	3568141
3859623	3735342
3859624	3362025
3859626	2511631
3859627	3340523
3859627	3462732
3859630	3245033
3859631	3417333
3859632	3659357
3859634	3564500
3859634	3641498
3859634	3651464
3859635	3436734
3859635	3533076
3859636	3541518
3859636	3675214
3859641	3599180
3859642	3760378
3859644	3413446
3859644	3632986
3859645	3329787
3859647	3370284
3859647	3534351
3859647	3605082
3859647	3727207
3859648	2912683
3859648	3255441
3859648	3370284
3859649	2653536
3859650	3628384
3859650	3638501
3859650	3727575
3859652	2841700
3859652	2851592
3859652	2999926
3859652	3307168
3859652	3707711
3859653	3345458
3859653	3589725
3859654	2787418
3859654	2801281
3859654	3303493
3859654	3599203
3859654	3603975
3859656	3728721
3859657	3394373
3859657	3571750
3859657	3624550
3859658	3422428
3859659	3707718
3859660	3118139
3859664	3619514
3859665	3651282
3859666	724444
3859666	2759186
3859666	3082427
3859666	3673609
3859667	2580774
3859667	2722686
3859668	3737919
3859670	378949
3859670	2352845
3859670	3377827
3859671	2949203
3859671	3742934
3859672	3136608
3859672	3756784
3859673	1321352
3859673	3443265
3859673	3461890
3859674	3427663
3859675	260371
3859675	3490973
3859676	3221347
3859676	3795924
3859677	3364506
3859678	3691570
3859678	3765040
3859679	2274027
3859680	2675776
3859680	3049091
3859680	3170438
3859681	3167792
3859681	3371639
3859681	3447259
3859682	3688327
3859683	1129118
3859684	3451086
3859689	3803664
3859690	3163878
3859691	3660863
3859692	3186611
3859692	3258230
3859693	741014
3859695	3526023
3859696	2994938
3859697	3781949
3859698	3624675
3859700	1016116
3859700	1047466
3859701	3437032
3859702	3631731
3859705	2716308
3859706	3581370
3859707	3539086
3859707	3545064
3859708	2712253
3859710	1077154
3859711	3243498
3859712	3805941
3859713	3123446
3859714	3479170
3859715	3389723
3859717	3745647
3859718	3689991
3859719	3559134
3859719	3801941
3859720	3594897
3859721	2785270
3859721	3116401
3859722	3019489
3859723	3634930
3859724	3258039
3859724	3693228
3859724	3803695
3859725	2483092
3859728	3322421
3859730	2509886
3859730	2784494
3859730	3090126
3859731	2697234
3859731	3162103
3859735	2917285
3859737	2304344
3859739	2582053
3859740	3548420
3859741	3637024
3859743	2749455
3859743	3100946
3859743	3707050
3859746	3198074
3859746	3608492
3859749	2829285
3859749	3190031
3859750	617209
3859750	2752725
3859750	2820319
3859752	1979242
3859752	3176429
3859752	3668804
3859754	3526996
3859755	1996467
