# Directed graph (each unordered pair of nodes is saved once): Cit-Patents.txt 
# US Patent citation network 1975-1999
# Nodes: 3774768 Edges: 16518948
# FromNodeId	ToNodeId
3858938	3495869
3858945	3597012
3858946	3713708
3858952	2939754
3858956	2248082
3858963	3533674
3858964	3273445
3858968	3480226
3858968	3542306
3858995	3290077
3858996	2596332
3858997	2121961
3858999	773276
3858999	1955421
3858999	2225458
3859000	2849758
3859000	3487756
3859018	2827862
3859024	3015131
3859033	2971605
3859052	2876182
3859052	3514263
3859057	1999888
3859059	3133796
3859071	3567549
3859072	3634056
3859078	2506598
3859080	2598714
3859081	3012879
3859085	3369892
3859093	3367778
3859094	3616015
3859097	2943937
3859099	3418295
3859099	3644118
3859107	2825409
3859108	1391065
3859109	2296636
3859111	3414423
3859113	1013858
3859120	2976257
3859124	3434870
3859139	3297484
3859141	3016414
3859147	2225730
3859148	2727839
3859149	2441300
3859153	2380945
3859153	3745126
3859156	3765989
3859169	3576760
3859173	3503853
3859174	3257290
3859175	3666632
3859176	3322653
3859180	3383760
3859181	3470030
3859181	3513028
3859189	3591572
3859195	3650925
3859209	3053077
3859210	2362022
3859210	3352424
3859213	3425802
3859215	2798042
3859215	3666103
3859218	3720612
3859220	2236910
3859222	3607480
3859229	3043782
3859233	3655594
3859247	3464945
3859255	2579329
3859260	3646099
3859265	3085885
3859272	3309387
3859284	3179686
3859288	3707560
3859300	3427141
3859308	3663200
3859314	3053855
3859322	2484370
3859330	2938883
3859330	3141903
3859330	3320116
3859366	2902510
3859372	2005712
3859377	3342891
3859379	3642698
3859398	2040630
3859400	3799719
3859406	3374502
3859425	3768988
3859426	1926744
3859426	3259562
3859438	3472853
3859442	3678077
3859459	3467772
3859465	3742144
3859474	3377434
3859474	3513263
3859482	2877324
3859485	3704352
3859486	2873332
3859492	3799555
3859500	2556679
3859500	3518351
3859500	3688007
3859501	3467812
3859507	3212615
3859509	3752074
3859510	3518554
3859514	3492656
3859516	3707623
3859523	3254217
3859529	3710125
3859532	3094665
3859539	3504978
3859541	3581839
3859543	3019393
3859544	3189756
3859546	3774057
3859547	3070730
3859554	3077022
3859558	3458755
3859559	3509420
3859570	3611046
3859574	3114085
3859576	3776628
3859577	3568021
3859580	2196564
3859583	3648150
3859585	3819992
3859593	3671806
3859598	3444508
3859602	3304413
3859607	3427536
3859609	3775708
3859625	3119477
3859629	3764975
3859632	3526755
3859633	3088096
3859633	3611290
3859634	3641498
3859635	3631536
3859648	2269340
3859648	3370284
3859653	3772597
3859654	2801281
3859660	3243807
3859662	3588119
3859666	3447163
3859667	596520
3859667	1139532
3859672	3756784
3859673	1321352
3859675	3490973
3859676	306929
3859676	3221347
3859677	2302453
3859677	3474781
3859689	1839484
3859694	3192804
3859696	2994938
3859697	3156028
3859710	1205219
3859730	2470254
3859734	2432873
3859734	2445092
3859734	2631835
3859734	2718709
3859740	3548420
3859741	2106759
3859741	3431659
3859746	3608492
3859748	1804260
3859755	2818688
3859756	3365842
3859765	3475810
3859766	1556575
3859768	2129441
3859778	1955540
3859779	3739565
3859780	3681911
3859791	2354562
3859817	2541921
3859828	3680335
3859835	3704643
3859842	3495463
3859846	2993373
3859846	3237453
3859859	3358779
3859863	646287
3859863	3489024
3859867	362407
3859870	2305927
3859873	3710652
3859878	3290973
3859884	3515792
3859890	660568
3859894	1923649
3859894	3156206
3859894	3773591
3859898	3731785
3859903	3193663
3859908	2323674
3859908	2882816
3859912	3526188
3859914	3191526
3859920	3596055
3859930	1855219
3859930	2472962
3859930	2580126
3859942	2175338
3859951	2977923
3859958	3334612
3859968	3020901
3859969	2956796
3859975	3392803
3859975	3505172
3859978	3378002
3859982	3211149
3859983	3035580
3859984	3561430
3859986	2583937
3859987	2948912
3860006	3713447
3860010	2249394
3860010	2670845
3860011	3490461
3860013	1927455
3860018	1686335
3860021	2082991
3860025	2305377
3860031	3334947
3860036	3611492
3860042	3166083
3860043	2768925
3860044	2521218
3860044	3750715
3860048	2536419
3860056	2993535
3860058	3083424
3860062	3004310
3860068	3339637
3860069	3664415
3860070	3438441
3860073	3674237
3860077	3077940
3860079	3613812
3860100	2667248
3860103	1945097
3860107	872855
3860114	2665690
3860114	3731853
3860115	1138305
3860117	3476239
3860119	2278403
3860119	2852028
3860121	2889939
3860122	2874860
3860126	3212593
3860126	3734208
3860128	3703965
3860144	3722742
3860148	3737093
3860152	3282477
3860154	1105018
3860168	3625812
3860170	1045375
3860175	3181469
3860178	3464627
3860181	2199137
3860181	3506202
3860181	3726488
3860185	3739996
3860192	2747807
3860200	3045947
3860200	3664611
3860208	2939663
3860210	2473086
3860212	3275279
3860213	3362280
3860219	3144242
3860221	2886303
3860226	3429072
3860230	3412484
3860232	3410183
3860233	1503520
3860237	3486271
3860238	3622158
3860238	3697071
3860241	1159854
3860243	2046191
3860244	1336671
3860252	2967057
3860256	3740071
3860257	2705201
3860258	3437367
3860270	2491599
3860273	2360485
3860277	2584480
3860280	3506140
3860287	3586376
3860288	2208691
3860291	1882629
3860293	2262714
3860294	3006691
3860295	2640730
3860308	2496673
3860313	2699425
3860315	1762203
3860316	3569914
3860316	3761869
3860317	3241095
3860319	3320385
3860331	3201796
3860331	3609022
3860348	2911664
3860349	1741962
3860351	2287761
3860356	3094270
3860358	3583824
3860358	3594010
3860360	2708883
3860361	2587247
3860361	2944787
3860367	3460481
3860367	3778201
3860368	3067718
3860374	347492
3860382	2501823
3860386	3823307
3860387	2788957
3860399	3140568
3860399	3449870
3860400	794496
3860401	3304011
3860406	3301651
3860406	3481728
3860408	2878620
3860415	2755178
3860424	3672925
3860426	3301674
3860427	1660826
3860431	3336236
3860434	2588234
3860434	2740774
3860440	3015650
3860440	3255061
3860441	3687909
3860442	3262482
3860445	2910379
3860450	3110613
3860450	3620841
3860452	3363995
3860452	3711254
3860453	3303105
3860466	3798080
3860467	1777321
3860468	3002871
3860473	3508985
3860476	3292220
3860478	3540615
3860494	2895909
3860496	3436438
3860499	3723283
3860500	3505093
3860508	3682798
3860519	3752762
3860524	3168476
3860526	3260669
3860535	3065595
3860536	3050445
3860538	3676401
3860539	3042098
3860540	3629226
3860541	3625918
3860546	3477977
3860549	2940943
3860557	3519604
3860559	3238181
3860559	3716514
3860571	3395138
3860600	3336321
3860600	3483187
3860603	3687968
3860614	2704774
3860638	2841602
3860640	3678104
3860650	1992935
3860669	3280209
3860672	3431235
3860676	3422055
3860679	3078544
3860684	2602188
3860685	3038236
3860707	3558774
3860723	3143549
3860730	3236833
3860736	3409730
3860739	3139314
3860740	3061816
3860745	3098119
3860750	3715488
3860753	3688144
3860758	3458659
3860759	3346695
3860766	3138669
3860766	3727062
3860767	3042759
3860774	3258547
3860775	3017476
3860778	2938993
3860793	3651310
3860796	3015087
3860803	3145474
3860803	3461749
3860804	3114510
3860810	3513304
3860847	3696263
3860850	3548249
3860857	3714531
3860871	3654492
3860875	3624525
3860878	3373366
3860898	3268689
3860904	3455410
3860908	3622981
3860917	3184307
3860918	2968952
3860921	3691559
3860923	3772694
3860928	3579181
3860930	2734710
3860935	3610934
3860936	3662659
3860944	3598037
3860947	3440113
3860949	3706915
3860961	3584882
3860968	3359910
3860971	2803832
3860972	1705343
3860972	2455128
3860975	2774997
3860983	3103020
3860990	2503673
3861010	3400616
3861012	228842
3861019	3606661
3861022	2993110
3861022	3702024
3861035	2716813
3861043	3675328
3861048	1595417
3861052	2600363
3861052	3172212
3861053	1755496
3861066	1006393
3861067	3718995
3861067	3793747
3861069	2742726
3861077	2332507
3861084	3775906
3861085	3722161
3861087	3744982
3861096	934433
3861098	2933850
3861099	2742117
3861101	3466777
3861107	286182
3861107	3282615
3861124	3708373
3861128	489292
3861132	3367099
3861137	3740198
3861139	3448582
3861141	2395113
3861143	3277457
3861147	3793848
3861153	3658097
3861154	935376
3861155	3287920
3861164	1749763
3861171	2060556
3861171	3045458
3861172	3650361
3861176	1561237
3861178	3232079
3861182	3564878
3861189	3446050
3861191	2328098
3861194	1762313
3861195	2818726
3861197	3650698
3861198	3453049
3861215	3544105
3861224	2099244
3861235	3508707
3861239	2199625
3861243	1870875
3861248	2207661
3861266	3351854
3861277	3233632
3861279	2853710
3861282	1941363
3861298	3584749
3861308	1659625
3861310	3104523
3861319	3490717
3861324	2676696
3861326	3187689
3861330	3577940
3861336	3413937
3861345	3286680
3861346	1168126
3861352	1498691
3861365	3170446
3861368	3678913
3861369	3608534
3861370	3161803
3861371	3427118
3861377	3626919
3861377	3704635
3861380	3224432
3861393	583427
3861404	3554202
3861407	2596296
3861409	3311500
3861418	1689308
3861423	1991509
3861423	2321064
3861423	3109670
3861425	3213051
3861428	1862178
3861429	3422460
3861432	1209350
3861439	3709276
3861440	3612136
3861444	2927354
3861447	3572421
3861455	1339009
3861456	3358743
3861459	3009540
3861461	1919335
3861470	3696868
3861474	2681707
3861474	3776313
3861482	3433318
3861485	2546869
3861487	3774048
3861490	3081757
3861494	2451217
3861498	2144760
3861498	2804984
3861502	3255846
3861511	3224546
3861512	705587
3861518	3670870
3861520	2756133
3861528	2690253
3861529	2649392
3861533	623245
3861535	3202232
3861535	3765546
3861554	2975929
3861556	3612233
3861558	2319147
3861561	3601281
3861563	3664546
3861569	3294291
3861576	3493107
3861603	3436028
3861616	2913194
3861622	3706844
3861631	3491972
3861637	3139304
3861646	3326521
3861649	86994
3861650	3596878
3861658	2445866
3861659	3420512
3861659	3548763
3861664	2729252
3861667	3536321
3861669	3735976
3861678	1231597
3861683	2377498
3861683	2640699
3861693	914255
3861696	3625483
3861702	3027174
3861705	2354830
3861708	3494608
3861712	2834609
3861727	3638984
3861727	3749435
3861728	1544613
3861728	1553656
3861730	2821833
3861731	1676167
3861739	1528090
3861742	3424497
3861748	3598445
3861762	2326486
3861767	2265671
3861767	3588212
3861786	3583792
3861790	1454774
3861794	3628863
3861799	3490843
3861802	3423443
3861805	3659111
3861810	3214782
3861810	3549266
3861821	3056580
3861825	3229642
3861829	1840869
3861834	3656871
3861847	2998985
3861849	1894208
3861849	2562149
3861860	3637976
3861880	3573001
3861886	2657700
3861891	1377594
3861894	3672126
3861897	3697247
3861903	3681047
3861909	3251683
3861915	3453106
3861919	3274022
3861920	3769024
3861925	3385915
3861926	3485702
3861927	2566134
3861927	2640784
3861929	3303037
3861931	2304754
3861939	3450672
3861941	3418656
3861942	3054673
3861944	3553005
3861950	1928988
3861952	3434878
3861953	3464843
3861959	3250645
3861960	1564951
3861961	3644147
3861962	2802042
3861965	3199532
3861974	3751323
3861981	3043362
3861984	3380147
3861987	3481494
3861990	3669695
3861996	3526574
3862005	3576718
3862017	3607679
3862017	3766445
3862025	3480689
3862027	3446348
3862027	3701417
3862029	3483968
3862036	2990238
3862037	1928931
3862044	2920041
3862044	3493051
3862044	3691072
3862050	2954347
3862063	3429840
3862063	3758635
3862064	3736278
3862070	3645964
3862079	3660431
3862090	3316217
3862097	3607846
3862098	3786116
3862099	3135722
3862099	3515709
3862109	3268412
3862136	3644374
3862143	3692796
3862159	2868797
3862166	3478047
3862175	3519652
3862179	3453268
3862179	3511834
3862179	3579511
3862181	3275626
3862187	3575974
3862194	3114750
3862198	3651108
3862204	2364422
3862205	3714222
3862207	3364277
3862216	3240805
3862225	3029284
3862225	3188348
3862227	2941967
3862232	2971001
3862238	3202573
3862243	3539519
3862251	3429829
3862255	3670042
3862256	3308200
3862257	3660518
3862258	2363116
3862259	3350345
3862259	3692816
3862263	3509238
3862263	3700630
3862264	3535220
3862267	3514500
3862267	3786116
3862273	2928864
3862279	2658735
3862279	3628775
3862285	3428726
3862288	3514512
3862290	3681093
3862297	2307048
3862308	3308020
3862318	2832715
3862326	2221339
3862329	3412105
3862340	3582360
3862349	3170026
3862351	2688417
3862355	3723643
3862359	3399614
3862366	3104730
3862368	3713039
3862382	3140342
3862382	3773998
3862384	3769471
3862397	3654471
3862399	3585322
3862401	3239764
3862405	3610898
3862410	2887563
3862411	3705300
3862416	3397319
3862416	3588516
3862427	2972086
3862429	3514621
3862433	3335334
3862442	2518758
3862450	3293474
3862455	3300795
3862457	1259264
3862461	2214684
3862465	3673631
3862475	3479988
3862490	3719986
3862491	3775686
3862494	2383368
3862494	3509633
3862497	3732625
3862505	3154870
3862511	1844739
3862516	2941429
3862522	2958593
3862522	3532588
3862526	3400969
3862526	3481643
3862528	3298142
3862528	3528543
3862539	3369797
3862549	2675998
3862558	3444713
3862568	3715912
3862576	3624710
3862581	3797332
3862589	3066613
3862590	612695
3862594	1353917
3862595	3727546
3862595	3734006
3862595	3756150
3862598	3763777
3862600	926431
3862602	3559582
3862615	2162174
3862617	2753641
3862617	3408984
3862621	3483847
3862624	3672341
3862625	3340861
3862626	257379
3862626	3245170
3862627	3568663
3862633	3027333
3862634	2943623
3862637	2589832
3862651	3077214
3862655	2975831
3862668	2859591
3862674	3522866
3862674	3602328
3862678	1831083
3862681	2784832
3862692	2634003
3862695	2346649
3862717	3398267
3862728	1641300
3862733	3411740
3862734	2575097
3862736	3648963
3862741	3618833
3862744	504082
3862747	3689173
3862750	3507484
3862754	2963294
3862758	503382
3862758	3106399
3862759	3138386
3862763	1320095
3862785	1996767
3862785	1997585
3862787	2557218
3862787	3170741
3933225	3040597
3862788	3105727
3862788	3306691
3862790	3634807
3862793	893957
3862793	3575486
3862796	2600805
3862802	3743200
3862807	2708590
3862814	3572983
3862817	3341893
3862826	3718029
3862827	2250757
3862840	3329487
3862841	3178362
3862849	3336906
3862852	2897093
3862852	3745043
3862856	3194416
3862862	2673230
3862862	2759039
3862864	3035948
3862866	3647393
3862874	3121977
3862886	3594277
3862889	1855191
3862889	1886949
3862896	3099275
3862904	3715034
3862909	3701824
3862915	3479327
3862928	3388112
3862930	3793088
3862936	2806032
3862964	2426678
3862964	3781222
3862970	3793353
3862978	3239553
3862980	2677678
3862986	3499901
3862995	1996115
3863000	3299192
3863009	3532791
3863021	2016284
3863035	2721233
3863038	3559772
3863047	3462721
3863049	2742190
3863049	3246688
3863049	3529358
3863056	3444463
3863057	3489888
3863062	2547816
3863065	3435138
3863074	3730863
3863076	3409885
3863082	2750961
3863082	3723779
3863085	1756692
3863089	2103227
3863092	3092750
3863098	2872669
3863111	3496435
3863112	2013866
3863113	3269547
3863117	3715641
3863119	3535603
3863121	3612971
3863121	3700989
3863123	3293445
3863124	3632900
3863125	3536984
3863125	3670234
3863128	3229158
3863129	3576487
3863133	3701938
3863134	2832029
3863135	2663806
3863135	3621362
3863136	3626302
3863137	3605006
3863140	3610961
3863145	3026391
3863155	3369180
3863158	3657657
3863159	2996624
3863160	3733548
3863164	3611012
3863164	3826989
3863168	3443237
3863169	3531730
3863174	3546618
3863186	2906839
3863186	3165609
3863189	3710296
3863198	3795893
3863201	3349866
3863207	3529287
3863208	3427607
3863212	3281785
3863219	3408590
3863225	3534339
3863239	3803572
3863241	3611342
3863241	3688958
3863243	2726380
3863247	3654606
3863248	3755808
3863265	3634835
3863269	3643038
3863275	3423769
3863276	3474471
3863283	2293530
3863288	3268939
3863291	2991567
3863292	3605173
3863310	3623440
3863331	2499100
3863335	3514836
3863336	3212170
3863343	2421195
3863358	3103335
3863360	3293775
3863361	3727324
3863367	3431659
3863372	2990571
3863377	3405472
3863377	3456376
3863380	1422841
3863380	3576987
3863400	3597888
3863404	3567842
3863405	3680802
3863406	3055459
3863407	2819803
3863407	3688455
3863410	3683574
3863414	2016616
3863417	2037465
3863421	3343581
3863428	2048615
3863431	3630009
3863432	3434272
3863434	3685273
3863435	2985995
3863444	3109715
3863444	3248872
3863445	3168806
3863446	3125856
3863461	3643456
3863480	2314510
3863481	3395200
3863487	3746184
3863488	3416354
3863499	3721456
3863501	3114261
3863505	3327533
3863506	3120128
3863506	3719081
3863507	3327535
3863508	2797912
3863508	2933298
3863508	2973647
3863509	3602051
3863514	2623400
3863517	2909074
3863517	3416384
3863518	3508450
3863522	2810565
3863524	3234820
3863537	2048684
3863541	3179553
3863548	1484960
3863555	1964896
3863555	3307599
3863557	3771436
3863565	2646746
3863567	1146672
3863567	2502806
3863576	2816808
3863579	3563193
3863579	3633524
3863581	3347195
3863590	3199553
3863590	3430597
3863592	2992864
3863594	3520273
3863596	567742
3863601	2672122
3863602	3674532
3863603	3543720
3863620	2088280
3863630	3319627
3863631	3138158
3863631	3194235
3863638	3364932
3863638	3608552
3863640	3516409
3863641	1510212
3863645	3577997
3863649	2415883
3863651	1791294
3863651	3692066
3863659	3059658
3863659	3181542
3863666	3654960
3863674	915543
3863674	1689296
3863678	1113041
3863679	2914090
3863684	3648739
3863694	2440569
3863697	3510929
3863700	3812901
3863702	3293708
3863711	2491786
3863719	2795281
3863724	3447720
3863727	3068950
3863739	3181677
3863742	3260333
3863742	3404760
3863748	2650027
3863749	3346090
3863755	1739497
3863762	3297153
3863767	565067
3863777	3182837
3863780	3233759
3863785	3762590
3863786	3324954
3863798	2723773
3863810	3664550
3863819	2653616
3863820	2333952
3863822	3633808
3863832	3119540
3863834	2967010
3863835	2710716
3863841	2946518
3863847	3709441
3863848	3752409
3863849	2460938
3863856	3574365
3863861	3202380
3863863	3371882
3863863	3465938
3863870	3459391
3863876	140054
3863892	1625818
3863893	2585101
3863895	1922550
3863895	3638910
3863902	2793920
3863903	2072082
3863906	3372917
3863908	2962407
3863910	1054246
3863914	3298362
3863916	2542074
3863917	780776
3863918	1562006
3863926	3606335
3863930	2688995
3863933	3421765
3863935	1768606
3863936	3679218
3863938	3428340
3863948	3787075
3863964	1065492
3863964	3413021
3863976	3654686
3863982	2228719
3863982	2365468
3863984	3639929
3863987	3654866
3863993	3556610
3863993	3578819
3863993	3637264
3864003	2850064
3864003	2958070
3864003	3437118
3864004	3156517
3864007	3611249
3864010	1751981
3864010	3599172
3864018	3768146
3864037	3416864
3864041	3409369
3864046	1729791
3864057	3081931
3864058	2847185
3864058	3240468
3864061	3453460
3864073	2986206
3864083	2984542
3864083	3414382
3864091	3723391
3864100	3658482
3864101	3718447
3864102	2944627
3864107	3053700
3864107	3409131
3864108	3513638
3864119	3753682
3864134	3436221
3864139	2516008
3864142	2892797
3864148	3663242
3864151	3415673
3864164	1256599
3864164	3348929
3864165	3399072
3864165	3429740
3864166	2818851
3864167	3681144
3864175	3664887
3864177	3523840
3864183	3639070
3864185	2346644
3864189	3508988
3864194	2649387
3864196	1282645
3864198	3083952
3864198	3500627
3864206	3257252
3864208	3470943
3864211	3382153
3864212	3741875
3864226	3775272
3864233	3450631
3864236	3458423
3864237	3389071
3864240	2809922
3864247	3535234
3864253	3689660
3864261	2871820
3864262	2980256
3864265	3780870
3864266	3478879
3864272	3274119
3864274	3420625
3864278	3058970
3864279	3501547
3864281	2917546
3864284	3291755
3864286	3721707
3864289	3296109
3864290	2563898
3864293	3637538
3864298	3042642
3864300	2852476
3864300	3044891
3864315	2674619
3864319	3647753
3864323	2817649
3864326	1568840
3864326	3018971
3864326	3406913
3864327	3484390
3864332	2985648
3864369	3449413
3864370	2334850
3864372	3159662
3864373	3665027
3864376	3314856
3864381	2733981
3864382	2208598
3864396	2759019
3864399	2034077
3864404	2473995
3864421	3153678
3864426	3070564
3864433	3651176
3864437	1952269
3864438	3778034
3864441	2328655
3864447	3514512
3864453	624383
3864454	1950320
3864456	2317443
3864460	3085379
3864466	3017250
3864468	3295246
3864468	3705938
3864485	2935375
3864485	3370402
3864498	3628974
3864508	3515793
3864510	3164668
3864513	3593284
3864514	2611027
3864515	909421
3864517	2995054
3864517	3588743
3864519	3304372
3864522	3400378
3864528	2414123
3864535	3160730
3864535	3164709
3864537	3592439
3864543	1750640
3864548	3627990
3864549	3718771
3864553	3053441
3864559	3445640
3864559	3703725
3864561	2081827
3864571	3487227
3864577	2807976
3864583	3268824
3864586	3360704
3864598	3211942
3864602	3309569
3864615	3614580
3864616	3710136
3864618	3793578
3864623	3617859
3864633	2951152
3864636	3736513
3864637	3516007
3864648	2832938
3864653	3110516
3864655	2827532
3864660	3218637
3864672	3707705
3864674	3035250
3864680	3754259
3864683	2931033
3864690	3148370
3864691	3287734
3864692	3369252
3864694	2321273
3864694	3579248
3864696	3560988
3864698	1980287
3864705	2169548
3864705	3096699
3864705	3680455
3864710	3280716
3864712	2494077
3864715	3571809
3864722	3757123
3864723	3647941
3864725	3451126
3864727	3387190
3864727	3396361
3864727	3539875
3864745	3554465
3864746	3671683
3864753	3053940
3864757	2501749
3864759	994884
3864760	1639705
3864760	2756438
3864761	3593757
3864762	1013162
3864766	3729754
3864771	2546956
3864772	1120621
3864781	2184850
3864784	360779
3864785	3484891
3864791	2881495
3864792	1562254
3864798	2970182
3864801	3290740
3864805	3465410
3864807	3609855
3864818	3532539
3864827	2641670
3864827	3359623
3864829	1649803
3864847	2673402
3864847	3287824
3864850	3422547
3864853	3665623
3864855	2845728
3864864	1640599
3864864	2161094
3864866	417400
3864868	3600843
3864875	2893725
3864878	2109454
3864882	3436878
3864883	3354024
3864883	3701837
3864885	3169281
3864887	3263388
3864887	3523396
3864889	3236171
3864890	2978854
3864896	1591949
3864897	2324930
3864904	1919256
3864908	3581494
3864909	881378
3864909	1295295
3864914	3511105
3864916	3123975
3864916	3443656
3864917	3348883
3864920	3791150
3864921	3750407
3864926	3180709
3864931	2402921
3864935	3328089
3864939	3626040
3864941	3205683
3864942	3550398
3864943	1951104
3864946	1734165
3864948	2940288
3864948	3681950
3864951	2209968
3864951	2635492
3864953	1848828
3864953	2376038
3864955	3495430
3864963	3375711
3864964	3248872
3864968	3705530
3864975	2665322
3864996	2879844
3864997	3245295
3865002	3426336
3865004	334484
3865005	2555980
3865009	3753382
3865011	3602092
3865015	3293994
3865016	3320110
3865028	2278113
3865031	2066642
3865033	3633504
3865034	3648610
3865038	3439619
3865040	3092039
3865051	3259080
3865052	3060868
3865054	2800093
3865054	3777678
3865056	2988026
3865056	3610184
3865058	1816626
3865060	1922606
3865065	2718865
3865079	2394656
3865079	3336903
3865088	3548793
3865106	1510212
3865107	2758598
3865112	3610243
3865116	3738372
3865119	3517663
3865120	2769734
3865121	3685523
3865128	3802711
3865131	3135287
3865140	3677298
3865145	3275345
3865152	3409980
3865158	2682967
3865159	3184291
3865172	2512864
3865173	2125080
3865177	3653426
3865181	2282210
3865183	3229756
3865184	1700840
3865187	3491834
3865188	3430701
3865192	2933139
3865205	3118686
3865207	3415334
3865209	3136435
3865210	3583513
3865212	1709332
3865212	2390161
3865216	3211396
3865219	3365037
3865221	3061338
3865227	1215212
3865233	2019250
3865235	2297860
3865236	3406686
3865238	1132766
3865239	3002650
3865243	3168467
3865245	613773
3865246	1677269
3865251	3448864
3865255	1933225
3865258	3477201
3865264	2823069
3865268	3589543
3865270	2413438
3865271	3142415
3865279	3255928
3865297	1104261
3865300	3526351
3865307	1141428
3865310	2705603
3865315	2316451
3865317	2785718
3865321	3708133
3865324	2135668
3865335	3629885
3865339	3366360
3865340	3703999
3865344	3052258
3865345	3050237
3865346	3361408
3865350	3715104
3865351	3326530
3865354	3371386
3865356	2977146
3865360	2978966
3865361	3787042
3865370	3674268
3865371	3602504
3865373	3323800
3865374	2553953
3865380	3058747
3865385	1364201
3865398	3414326
3865398	3682498
3865402	3606383
3865416	1839015
3865416	3666310
3865417	3741560
3865419	2609761
3865420	3195996
3865425	1455105
3865426	2983402
3865428	3122393
3865433	3713695
3865434	3249387
3865440	3743363
3865443	2350301
3865450	272395
3865466	3505046
3865466	3554721
3865475	3310360
3865486	2617197
3865506	2715814
3865515	2700341
3865517	2478137
3865517	3115757
3865528	3368241
3865529	3339242
3865537	3195326
3865537	3770362
3865539	3519009
3865540	3509633
3865541	3712598
3865547	3304267
3865548	3123444
3865548	3657073
3865553	2232674
3865553	2648594
3865557	2623273
3865558	3671311
3865558	3716462
3865561	2892512
3865564	3217088
3865568	3108868
3865576	3129930
3865578	2805178
3865579	3326672
3865586	3690875
3865587	2555321
3865588	2922806
3865592	2698245
3865601	1772999
3865615	3639213
3865615	3691016
3865616	1209165
3865629	2714574
3865629	3544369
3865633	3515956
3865635	3689324
3865641	2772192
3865642	3220893
3865649	3611067
3865653	3698966
3865654	3711753
3865655	3683240
3865661	3687712
3865680	3281227
3865681	1007973
3865683	3580777
3865688	3649451
3865688	3713968
3865710	3637482
3865711	3543936
3865725	1784132
3865729	2899125
3865731	3481477
3865740	2736707
3865740	3185643
3865742	3717453
3865746	2816042
3865747	3417345
3865750	3162606
3865757	3779955
3865759	3019204
3865783	3322859
3865784	3352781
3865787	3560431
3865803	3769272
3865804	3023213
3865807	2989409
3865807	3198784
3865808	3714143
3865819	3657232
3865834	3322778
3865841	3681284
3865856	3711523
3865864	3574701
3865865	3564040
3865870	3775472
3865875	3539587
3865878	3567780
3865880	3341604
3865886	3763263
3865903	3478005
3865906	3014058
3865918	2714224
3865923	3699683
3865924	3619130
3865927	3199955
3865929	2775311
3865938	3538220
